,"10,000 Emerald Pools",7,Adventure Of A Lifetime,Alaska,All The Pretty Girls,America's Sweetheart,Angela,Arsonist's Lullabye,"Atlas, Rise!",Believer,Blame,Brace For Impact (Live A Little),Brand New,Chain Breaker,Cocoon,Cold Cold Cold,Dancing On Glass,Death Of A Bachelor,Die Young,Ditmas,"Do It, Try It",Don't Threaten Me With A Good Time,Emperor's New Clothes,Ex's & Oh's,Feed The Machine,Feel It Still,Fire Escape,Genghis Khan,Gone,Good Girls,HandClap,Happy Song,Hard Love,Hated,Heathens,Heavy,Heavydirtysoul,Help,Here's To The Heartache,Hot Thoughts,How Did You Love,Human,Hymn For The Weekend,Hypnotised,In The Dark,Keeping Your Head Up,Kiss This,LA Devotee,Let It Go,Let You Down,Lost On You,Love,Love Is Mystical,Love On The Weekend,Mess Around,Message Man,Middle Fingers,Monster,Mountain At My Gates,My Name Is Human,Never Again,Nimble Bastard,On Hold,Ophelia,Past Lives,Renegades,Ride,Rise,Saint Cecilia,Shine,Somebody Else,Spirits,Stars,Start A Riot,State Of My Head,Still Breathing,Still Feel Like Your Man,Stressed Out,Sucker For Pain,Sweet Disaster,Tearing Me Up,Testify,The Less I Know The Better,The Light,The Sound,The Sound Of Silence,Trip Switch,UGH!,Unsteady,Victorious,Walking On A Dream,Wash It All Away,Waste A Moment,Way Down We Go,Wild Horses,Wish I Knew You,Woman Woman,You And I
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['I will march down an empty street like a ship into the storm\nNo surrender, no retreat', 'I will tear down every wall\nJust to keep you warm\nJust to bring you home', 'I will burn this city down for a diamond in the dust', ""I will keep you safe and sound when there's no one left to trust\nWill you take my hand?\nWe can make our stand"", ""If your world falls apart\nI'd start a riot"", ""If night falls in your heart\nI'd light the fire"", ""In the dark, when you sound the alarm\nWe'll find each other's arms"", 'I will wade through the fire and smoke like sunlight through the haze', 'Through the bombs and blasts\nWe will take it back']",,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,"['[Humming]', 'When I was a child, I heard voices', 'Some would sing and some would scream', ""You'll soon find you have few choices"", 'I learned the voices died with me', ""When I was a child, I'd sit for hours\nStaring into open flames\nSomething in it had a power\nCould barely tear my eyes away"", 'All you have is your fire\nAnd the place you need to reach', ""Don't you ever tame your demons\nBut always keep them on a leash"", 'All you have is your fire\nAnd the place you need to reach', ""Don't you ever tame your demons\nBut always keep them on a leash"", 'When I was 16, my senses fooled me\nThought gasoline was on my clothes', 'I knew that something would always rule me', 'I knew this scent was mine alone', 'All you have is your fire\nAnd the place you need to reach', ""Don't you ever tame your demons\nBut always keep them on a leash"", 'When I was a man, I thought it ended', ""When I knew love's perfect ache"", 'But my peace has always depended\nOn all the ashes in my wake', 'All you have is your fire\nAnd the place you need to reach', ""Don't you ever tame your demons\nBut always keep them on a leash""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['So I heard you found somebody else\nAnd at first, I thought it was a lie', 'I took all my things that make sounds\nThe rest I can do without', ""I don't want your body\nBut I hate to think about you with somebody else\nOur love has gone cold\nYou're intertwining your soul with somebody else"", ""I'm looking through you\nWhile you're looking through your phone\nAnd then leaving with somebody else"", ""No, I don't want your body\nBut I'm picturing your body with somebody else"", ""I don't want your body, I don't want your body\nI don't want your body, I don't want your body\nI don't want your body, I don't want your body\nI don't want your body, I don't want your body"", ""C'mon baby (I know)\nThis ain't the last time that I'll see your face\nC'mon baby (I know)\nYou said you'd find someone to take my place"", 'Oh, I just don\'t believe that you have got it in you\n\'Cause we are just gonna keep ""doin\' it"" and every time\nI start to believe in anything you\'re saying\nI\'m reminded that I should be gettin\' over it', ""I don't want your body\nBut I hate to think about you with somebody else\nOur love has gone cold\nYou're intertwining your soul with somebody else"", ""I'm looking through you\nWhile you're looking through your phone\nAnd then leaving with somebody else"", ""No, I don't want your body\nBut I'm picturing your body with somebody else"", ""I don't want your body, I don't want your body\nI don't want your body, I don't want your body\nI don't want your body, I don't want your body\nI don't want your body, I don't want your body"", ""Get someone you love?\nGet someone you need?\nFuck that, get money\nI can't give you my soul, 'cause we're never alone\nGet someone you love?\nGet someone you need?\nFuck that, get money\nI can't give you my soul, 'cause we're never alone\nGet someone you love?\nGet someone you need?\nFuck that, get money\nI can't give you my soul, 'cause we're never alone\nGet someone you love?\nGet someone you need?\nFuck that, get money\nI can't give you my soul, 'cause we're never alone"", ""I don't want your body\nBut I hate to think about you with somebody else\nOur love has gone cold\nYou're intertwining your soul with somebody else"", ""I'm looking through you\nWhile you're looking through your phone\nAnd then leaving with somebody else"", ""No, I don't want your body\nBut I'm picturing your body with somebody else""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Thomas said stay home', 'Get away from me\nSaying I was bad for you', ""He got his way\nI'm gone for good"", 'Making up stories\nKeeping it secret', 'Taking your word for truth', ""You were bad for me\nSo I'm gone for good"", ""I did all I could\nSo kiss this one more time\nCause I'm gone for good\nYou misunderstood\nSo kiss this one last time\nAnd I'm gone for good"", ""Thomas said sorry\nComing home crawling\nDidn't give a shit before\nHe stole from me"", ""Getting back from this no second chances\nAnother phone call ignored\nYou are back for me\nBut I'm gone for good"", 'So kiss this one more time', '[Bridge: Luke Spiller]\nCan I get a little?\nAh ah ah a-h\nAh ah ah a-h\nAh ah ah a-a-h\nKiss this\nAh ah ah a-h\nAh ah ah a-h\nAh ah ah a-a-h\nKiss this\nKiss this\nI did all I could\nSo kiss this one more time\nOne more time', ""I did all I could\nSo kiss this one more time\nCause I'm gone for good\nYou misunderstood\nSo kiss this one last time\nAnd I'm gone for good""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,"['Do it, try it', 'Do it, try it', 'Do it, try it', 'Listen to the sound\nOf a new tomorrow', 'A dance on repeat\nA trance on a hard beat', 'A dance on repeat']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['All of the chaos\nAnd all of the lies\nI hate it', ""I'm wasting here\nCan anyone wash it all away\nI'm waiting here\nFor anyone to wash it all away\nWash it all away"", ""I've given up on the media\nFeeds my hysteria\nSick of living down on my knees"", ""I've given up on morality\nFeeds my brutality\nFuck what you think about me""]",,,,,,
81,,,,,,,,,,,,,,,,,,,,,,"['[Audio sample from The B-52\'s ""Rock Lobster""]', ""Alright, alright\nAlright, alright\nAlright, alright, it's a hell of a feeling though\nIt's a hell of a feeling though\nAlright, alright, it's a hell of a feeling though\nIt's a hell of a feeling though"", 'Who are these people?\nI just woke up in my underwear\nNo liquor left on the shelf\nI should probably introduce myself', ""You shoulda' seen what I wore\nI had a cane and a party hat"", ""I was the king of this hologram\nWhere there's no such thing as getting out of hand"", ""Memories tend to just pop up\nDrunk pre-meds and some rubber gloves\nFive-thousand people with designer drugs\nDon't think I'll ever get enough\n(Don't think I'll ever get enough)"", '[Audio sample from B52\'s ""Rock Lobster""]', 'Champagne, cocaine, gasoline\nAnd most things in between', 'I roam the city in a shopping cart\nA pack of camels and a smoke alarm', 'This night is heating up\nRaise hell and turn it up', 'Saying ""If you go on, you might pass out in a drain pipe""\nOh, yeah\nDon\'t threaten me with a good time', ""It's a hell of a feeling though\nIt's a hell of a feeling though\nAlright, alright\nIt's a hell of a feeling though\nIt's a hell of a feeling though"", ""What are these footprints?\nThey don't look very human-like\nNow I wish that I could find my clothes\nBedsheets and a morning rose"", ""I wanna wake up\nCan't even tell if this is a dream"", ""How did we end up in my neighbor's pool\nUpside-down with a perfect view?"", ""Bar to bar at the speed of sound\nFancy feet dancing through this town\nLost my mind in a wedding gown\nDon't think I'll ever get it now\n(Don't think I'll ever get it now)"", 'Champagne, cocaine, gasoline\nAnd most things in between', 'I roam the city in a shopping cart\nA pack of camels and a smoke alarm', 'This night is heating up\nRaise hell and turn it up', 'Saying ""If you go out you might pass out in a drain pipe""\nOh yeah\nDon\'t threaten me with a good time', ""I'm a scholar and a gentleman\nAnd I usually don't fall when I try to stand"", 'I lost a bet to a guy in a Chiffon skirt\nBut I make these high heels work', ""I told you time and time again\nI'm not as think as you drunk I am"", ""And we all fell down\nWhen the sun came up\nI think we've had enough"", ""Alright, alright, it's hell of a feeling though\nIt's a hell of a feeling though\nAlright, alright it's a hell of a feeling though\nIt's a hell of a feeling though"", 'Champagne, cocaine, gasoline\nAnd most things in between', 'I roam the city in a shopping cart\nA pack of camels and a smoke alarm', 'This night is heating up\nRaise hell and turn it up', 'Saying ""If you go out you might pass out in a drain pipe""\nOh yeah\nDon\'t threaten me with a good time']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,"['I feel like new sunglasses\nLike a brand new pair of jeans\nI feel like taking chances\nI feel a lot like seventeen', 'I feel like a young John Cusack']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Like an unsung melody\nThe truth is waiting there for you to find it', ""It's not a blight but a remedy"", 'A clear reminder of how it began', 'Sometimes darkness\nCan show you the light', ""Don't let hope become a memory"", 'Let the shadow permeate your mind and\nReveal the thoughts that were tucked away\nSo that the door can be opened again', 'Sometimes darkness\nCan show you the light']",,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""S-P-I-R-I-T, spirit\nLet's hear it\nS-P-I-R-I-T, spirit\nLet's hear it\nLet's go"", ""I've had enough\nThere's a voice in my head\nSays I'm better off dead"", ""But if I sing along a little fucking louder\nTo a happy song, I'll be alright"", ""You want to give up\nGave it all that you've got\nAnd it still doesn't cut"", ""But if you sing along a little fucking louder\nTo a happy song\nYou'll be just fine cause"", 'Every now and again we get the feeling\nAnd the great big void inside us opens up\nAnd I really wish that you could help', ""But my head is like a carousel and\nI'm going round in circles, going round in circles"", ""S-P-I-R-I-T, spirit\nLet's hear it\nS-P-I-R-I-T, spirit\nLet's hear it"", ""We are possessed\nWe're all fucked in the head\nAlone and depressed"", ""But if we sing along a little fucking louder\nTo a happy song\nMaybe we'll forget cause"", 'Every now and again we get the feeling\nAnd the great big void inside us opens up\nAnd I really wish that you could help', ""But my head is like a carousel and\nI'm going round in circles, going round in circles"", ""Don't wake us up\nWe’d rather just keep dreaming\nCause the nightmares in our heads are bad enough\nAnd I really wish that you could help"", ""But my head is like a carousel\nAnd I'm going round in circles, I'm going round in circles"", 'The world has coalesced\nInto one giant mess of hate and unrest', ""So let's sing along a little goddamn louder\nTo a happy song and pretend it's all okay"", ""Sing along\nLet's sing along\nA little fucking louder\nA little fucking louder\nWell don't you feel so much better"", ""S-P-I-R-I-T, spirit\nLet's hear it\n(Well that's the spirit)\nS-P-I-R-I-T, spirit\nLet's hear it\n(Yeah, that's the spirit)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""There ain't no secrets anymore\nMy name's been hanging on the hook outside your door\nJust an old eyesore"", 'Bring me some healing\nSaint Cecilia', ""I know no matter what I say\nDays will come and go\nNo matter what I say\nNothing's set in stone\nNo matter what I say\nDays go by\nI know no matter what I say\nDays will come and go\nNo matter what I say\nNothing's set in stone\nNo matter what I say\nDays go by""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I've made up my mind over and over\nKeep pressing rewind but I'm getting older\nTried every door, don't know who I'm looking for\nAnd I've made up my mind over and over"", ""I can't be everything you want me to be"", ""Finally, I can see the light through the leaves\nBut it's all gone\nBut it's all gone"", ""What comes from the ground now is returning\nIt's all the same sound and my ears are burning""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Last night I fell apart\nBroke from my swollen heart', 'Born in a simple time\nRaised with a simple mind', 'You, you, you may be a natural, woman\nYou may be a natural, woman\nYou, you may be a natural, woman\nYou may be a natural, woman', ""I may be worthless without you\nI'll never decide to replace you"", 'Amen, the worst is behind us now\n(Woman woman)', ""I may be worthless without you\nI'll never decide to replace you\nAmen, the worst is behind us now\n(Woman woman)\n(Woman)"", 'Last night I fell apart\nChoked on my drunken heart', ""I may be worthless without you\nI'll never decide to replace you"", 'Amen, the worst is behind us now\n(Woman woman)', ""Who's that (woman woman)?\nThere's that (woman woman)\nBe my (woman woman)\nWon't you see me in the dark?"", ""I may be worthless without you\nI'll never decide to replace you"", 'Amen, the worst is behind us now\n(Woman woman)', ""I may be worthless without you\nI'll never decide to replace you""]",
88,"[""I'll dive in deeper, deeper for you"", 'Down to the bottom, 10,000 emerald pools\nDown to the bottom, 10,000 emerald pools', 'Under water\nTime is standing still', ""You're all I need to breathe\nAll I need is you!"", 'Under water\nTime is standing still', 'Down to the bottom, 10,000 emerald pools']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['You got two black eyes from loving too hard', 'And a black car that matches your blackest soul', ""I wouldn't change ya, oh\nWouldn't ever try to make you leave, no"", 'Oh, the neon coast was your sign', 'And the Midwest wind with Pisces rising', ""Wouldn't change ya, oh\nWouldn't ever try to make you leave, no"", 'Static palms melt your vibe', 'Midnight whisperings', 'The black magic on Mulholland Drive', 'Swimming pools under desert skies', 'Drinking white wine in the blushing light', 'Just another LA Devotee', 'Sunsets on the evil eye\nInvisible to the Hollywood shrine', 'Always on the hunt for a little more time', 'Just another LA Devotee\nJust another, just another, uh oh\nJust another, just another, uh oh\nJust another, just another, uh oh\nJust another LA Devotee', '[Verse 2]', 'You got bleached out eyes from the valley sand', 'And a black tar palm keeps weeping your name', ""I couldn't change ya, oh\nCouldn't ever try to make you see, no"", 'The high rise lights read your rights', 'And a downtown storm with Aries rising', ""Couldn't change ya, oh\nCouldn't ever try to make you see, no"", 'Static palms melt your vibe', 'Midnight whisperings', 'The black magic on Mulholland Drive', 'Swimming pools under desert skies', 'Drinking white wine in the blushing light', 'Just another LA Devotee', 'Sunsets on the evil eye\nInvisible to the Hollywood shrine', 'Always on the hunt for a little more time', 'Just another LA Devotee\nJust another, just another, uh oh\nJust another, just another, uh oh\nJust another, just another, uh oh\nJust another LA Devotee', 'LA Devotee\nLA Devotee\nLA Devotee\nLA Devotee', '[Chorus]', 'The black magic on Mulholland Drive', 'Swimming pools under desert skies', 'Drinking white wine in the blushing light', 'Just another LA Devotee', 'Sunsets on the evil eye\nInvisible to the Hollywood shrine', 'Always on the hunt for a little more time', 'Just another LA Devotee\nJust another, just another, uh oh\nJust another, just another, uh oh\nJust another, just another, uh oh\nJust another LA Devotee']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Times that I've seen you lose your way\nYou're not in control and you won't be told\nAll I can do to keep you safe is hold you close\nHold you close till you can breathe on your own\nTill you can breathe on your own"", ""Hold tight; you're slowly coming back to life\nI'll be keeping your head up\nI'll be keeping your head up, darling\nLet go of all your haunted dreams tonight\nI'll be keeping your head up\nI'll be keeping your head up, darling\nHold tight; you're slowly coming back to life\nI'll be keeping your head up\nI'll be keeping your head up, darling\nLet go of all your haunted dreams tonight\nI'll be keeping your head up\nI'll be keeping your head up, darling"", ""Everyone keeps a darker place\nTo lose control, you're not alone"", ""And when you come looking for embrace\nI know your soul; I'll be your home\nTil you can breathe on your own\nTil you can breathe on your own"", ""Hold tight; you're slowly coming back to life\nI'll be keeping your head up\nI'll be keeping your head up, darling\nLet go of all your haunted dreams tonight\nI'll be keeping your head up\nI'll be keeping your head up, darling\nHold tight; you're slowly coming back to life\nI'll be keeping your head up\nI'll be keeping your head up, darling\nLet go of all your haunted dreams tonight\nI'll be keeping your head up\nI'll be keeping your head up\nAnd I won't let you down"", ""You never think that you can fly\nYou'll always swim against the tide"", ""Don't you know your pain is mine?\nAnd I would die a thousand times to ease your mind\nTo ease your mind"", ""Hold tight; you're slowly coming back to life\nI'll be keeping your head up\nI'll be keeping your head up, darling\nLet go of all your haunted dreams tonight\nI'll be keeping your head up\nI'll be keeping your head up, darling\nHold tight; you're slowly coming back to life\nI'll be keeping your head up\nI'll be keeping your head up, darling\nLet go of all your haunted dreams tonight\nI'll be keeping your head up\nI'll be keeping your head up\nAnd I won't let you down""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Eh! Eh! Eh! Eh!\nEh! Eh! Eh! Eh!', 'No no no no no no (Eh! Eh! Eh! Eh!)\nYeah yeah yeah yeah yeah yeah (Eh! Eh! Eh! Eh!)', 'A loser hides behind\nA mask of my disguise', 'And who I am today\nIs worse than other times', ""You don't know what I've done\nI'm wanted and on the run\nI'm wanted and on the run"", ""So I'm taking this moment to live in the future"", 'Release me from the present', ""I'm obsessing, all these questions\nWhy I'm in denial\nThat they tried this suicidal session"", ""Please use discretion when you're messing with the message, man"", ""These lyrics aren't for everyone\nOnly few understand"", 'Eh! Eh! Eh! Eh!\nEh! Eh! Eh! Eh!', 'No no no no no no (Eh! Eh! Eh! Eh!)\nYeah yeah yeah yeah yeah yeah (Eh! Eh! Eh! Eh!)', ""You don't know my brain\nThe way you know my name\nYou don't know my heart\nThe way you know my face"", ""So I'm taking this moment to live in the future"", '[Chorus]', ""Release me from the present\nI'm obsessing,"", ""all these questions\nWhy I'm in denial\nThat they tried this suicidal session\nPlease use discretion when you're messing with the message, man"", ""These lyrics aren't for everyone\nOnly few understand"", 'Eh Eh Eh Eh Eh Eh Eh Eh\nMy people singing\nEh Eh Eh Eh\nMy people singing\nEh Eh Eh Eh', ""Hope you're dead cause how could you sleep at a time like this?"", ""People they rhyme like this, we're all impressed by this\nThey rip it, flip it, but these are just triplets\nWrote this in three minutes, three words to a line\nIt's just poetry divided,"", ""I'm the kind of guy\nWho takes every moment he knows he confided in\nMusic to use it for others to use it"", ""You're dead cause how could you sleep at a time like this?"", ""Life is up here but you comment below\nWhen the comments below will always become common\nMotivation to promote your show's next episode"", 'So your brain knows to keep going even though hope\nIs far from this moment', ""But you and I know it gets better\nWhen morning finally rears its head\nTogether we're losers\nRemember the future\nRemember the morning is when night is dead"", ""Release me from the present\nI'm obsessing, all these questions\nWhy I'm in denial\nThat they tried this suicidal session\nPlease use discretion when you're messing with the message, man\nThese lyrics aren't for everyone\nOnly few understand"", ""Please use discretion when you're messing with the message, man"", ""These lyrics aren't for everyone\nOnly few understand"", 'My people singing', 'My people singing\n(Eh! Eh! Eh! Eh!)\nMy people singing']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Lost love is sweeter when it's finally found"", ""I've got the strangest feeling\nThis isn't our first time around"", ""Sometimes the dreamers finally wake up\nDon't wake me I'm not dreaming\nDon't wake me I'm not dreaming..."", 'All my past lives they got nothing on me', ""Golden eagle you're the one and only flying high"", ""I'll take you way back, countless centuries\nDon't you remember? That you were meant to be\nMy Queen of Hearts, meant to be my love"", ""Through all of my lives\nI'd never thought I'd wait so long for you\nThe timing is right\nThe stars are aligned"", 'Swear to the moon, the stars, the sons and the daughters\nOur love is deeper than the oceans of water', ""Passing seasons, empty bottles of wine\nMy ancient kingdom came crashing down without you\nBaby child, I'm lost without your love"", 'Diamond sparrow', ""Through all of my lives\nI'd never thought I'd wait so long for you\nThe timing is right\nThe stars are aligned"", 'Respect to the moon, the stars, their sons and their daughters\nOur love is deeper than the oceans of water', 'Our love is deeper than the oceans of water', 'Swear to the moon, the stars, the sons and the daughters\nOur love is deeper than the oceans of water', 'Our love is deeper than the oceans of water']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Someone said they left together\nI ran out the door to get her\nShe was holding hands with Trevor\nNot the greatest feeling ever', 'Said, ""Pull yourself together\nYou should try your luck with Heather""', 'Then I heard they slept together\nOh, the less I know the better\nThe less I know the better', ""Oh my love, can't you see yourself by my side\nNo surprise when you're on his shoulder like every night\nOh my love, can't you see that you're on my mind\nDon't suppose we could convince your lover to change his mind\nSo goodbye"", 'She said, ""It\'s not now or never\nWait ten years, we\'ll be together""\nI said, ""Better late than never\nJust don\'t make me wait forever""\nDon\'t make me wait forever\nDon\'t make me wait forever', ""Oh my love, can't you see yourself by my side?\nI don't suppose you could convince your lover to change his mind"", ""I was doing fine without ya\n'Til I saw your face, now I can't erase\nGiving in to all his bullshit\nIs this what you want, is this who you are?\nI was doing fine without ya\n'Til I saw your eyes turn away from mine\nOh, sweet darling, where he wants you"", 'Said, ""Come on Superman, say your stupid line""\nSaid, ""Come on Superman, say your stupid line""\nSaid, ""Come on Superman, say your stupid line""']",,,,,,,,,,,,,,,
95,,,,,,,,,,,,"['One day you wake up\nAnd this life will be over', 'Every party must break up', 'For burdens to shoulder', ""We're dying to live\nLiving to die"", 'No matter what you believe\nAnd all of us cry\nFor the ones we must leave', 'So go and live a little\nBone turns brittle\nAnd skin withers before your eyes\nMake sure you give a little\nBefore you go to the great unknown in the sky', 'Some will beg for forgiveness\nFrom someone above\nFor something they did\nTo someone they love\nSome scream like a baby\nSome go out crying\nSome bid the world goodbye\nAnd welcome to die', 'Go out and live a little\nBone turns brittle\nAnd skin withers before your eyes\nMake sure you give a little\nBefore you go to the great unknown in the sky']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['(Rise!)\nGet yourselves together\n(Rise!)\nStand up and live your life\n(Rise!)\nGet yourselves together\n(Rise!)\nHands up, hands up high', '(Rise!)\nGet yourself together!\n(Rise!)\nStand up and live your life!\n(Rise!)\nGet yourselves together!', '(Rise!)\nGet yourselves together!\n(Rise!)\nStand up and live your life!']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['[Verse 1]', ""Hey boy stop pacing 'round the room\nUsing other people's faces as a mirror for you"", ""I know your lungs need filling\nSince your gums have lost their feeling\nBut don't say that you're giving it up again"", '""Do you have a card?\nMy irregular heart beat is starting to correct itself""', ""It's just a simple diarrhetic that prevents the empathetic\nFrom being just and giving it up"", ""And you're the only thing that's going on in my mind\nTaking over my life a second time"", ""I don't have the capacity for fucking\nYou're meant to be helping me"", ""When I said I liked it better without my money, I lied\nIt took a little while to recognize\nThat I, I'm not giving it up again"", ""This conversation's not about reciprocation no more\nBut I'm gon' wait until you finish so I can talk some more\nAbout me and my things, my car, my living\nAnd how I'm giving it up, giving it up again"", ""And you're the only thing that's going on in my mind\nTaking over my life a second time"", ""I don't have the capacity for fucking\nYou're meant to be helping me"", ""When I said I liked it better without my money, I lied\nIt took a little while to recognize\nThat I, I'm not giving it up again"", ""Oh the kick won't last for long\nBut the song only lasts 3 minutes\nI think I've lost my phone\nSo won't you call it up for me?\nOh the kick won't last for long\nBut the song only lasts 3 minutes"", ""And I know it's wrong\nBut give me one"", ""And you're the only thing that's going on in my mind\nTaking over my life a second time"", ""I don't have the capacity for fucking\nYou're meant to be helping me"", ""When I said I liked it better without my money, I lied\nIt took a little while to recognize\nThat I, I'm not giving it up again"", ""I'm not giving it up\nI'm not giving it up\nI'm not giving it up\nI'm not giving it up\nI'm not giving it up, giving it up\nI'm not giving it up, giving it up""]",,,,,,,,,,
99,,,,,,,,,,,,,,,,,"['Science and reason will tell us so\nThe blood in our veins are just chemicals', ""You'd better believe I keep my demons to myself"", ""How long 'til we learn\nDancing is dangerous\nHow long 'til we find\nThe devil inside of us"", ""How high is too low\nWe're not that young"", 'Dancing on glass\nDancing on glass', ""How long 'til we learn\nDancing is dangerous\nHow long 'til we find\nThe devil inside of us"", ""High high is too low\nWe're not that young"", ""How long 'til we learn\nDancing is dangerous\nHow long 'til we find\nThe devil inside of us"", ""How high is too low\nWe're not that young""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,"['And in time\nAs one reminds the other of the past', 'A life lived much too fast to hold onto', 'How am I losing you?', ""A broken house\nAnother dry month waiting for the rain\nAnd I had been resisting this decay\nI thought you'd do the same"", ""[Hook]\nBut this is all I ever was\nAnd this is all you came across those years ago\nNow you go too far\nDon't tell me that I've changed because that's not the truth\nAnd now I'm losing you"", 'And so I cry\nAs I hold you for the last time in this life\nThis life I tried so hard to give to you\nWhat would you have me do?', ""But this is all I ever was\nAnd this is all you came across those years ago\nNow you go too far\nDon't tell me that I've changed because that's not the truth\nAnd now I'm losing you"", 'Where I used to end was where you start', 'You were the only one\nAnd now I see your eyes move too fast\nYou were the only one', 'And wandering without that much to say\nYour words are empty as the bed we made', 'Is there another way?\nOh love, is there another way?', ""But this is all I ever was\nAnd this is all you came across those years ago\nNow you go too far\nDon't tell me that I've changed because that's not the truth\nAnd now I'm losing you"", ""And now I'm losing you""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
